Order ID,Order Date,Customer ID,Customer Name,Product Name,Product Category,Sub Category,Region,State,City,Sales,Profit,Quantity,Discount,Shipping Cost,Payment Mode,Segment,Year,YearMonth,Latitude,Longitude
ORD-104708,2022-07-25,CUS-00164,James Carter,Conference Table 8-Seat,Furniture,Tables,West,Colorado,Denver,3595.83,809.86,3,0.05,49.1,Debit Card,Home Office,2022,2022-07,39.7392,-104.9903
ORD-102584,2022-07-25,CUS-00487,Daniel Williams,Executive Desk Oak,Furniture,Tables,West,Utah,Salt Lake City,2136.34,628.58,4,0.05,35.2,Online,Consumer,2022,2022-07,40.7608,-111.891
ORD-104594,2022-07-25,CUS-00393,James Moore,Webcam HD 1080p,Technology,Accessories,East,Maryland,Baltimore,59.65,9.69,1,0.25,11.52,Online,Home Office,2022,2022-07,39.2904,-76.6122
ORD-100302,2022-07-25,CUS-00712,Jacob Carter,Desk Organizer Bamboo,Office Supplies,Storage,Central,Indiana,Indianapolis,257.46,-59.59,10,0.25,31.97,Credit Card,Corporate,2022,2022-07,39.7684,-86.1581
ORD-100467,2022-07-25,CUS-00523,Mark Evans,Laptop Pro 15-inch,Technology,Computers,East,North Carolina,Charlotte,1257.65,185.05,1,0.05,46.22,Credit Card,Consumer,2022,2022-07,35.2271,-80.8431
ORD-104183,2022-07-26,CUS-00261,Laura Lewis,USB-C Hub 7-in-1,Technology,Accessories,East,North Carolina,Charlotte,109.34,-13.7,3,0.3,17.19,Debit Card,Consumer,2022,2022-07,35.2271,-80.8431
ORD-104596,2022-07-26,CUS-00775,Mark Mitchell,Ballpoint Pens Pack 12,Office Supplies,Art,West,Oregon,Portland,6.44,-0.46,1,0.0,10.15,UPI,Consumer,2022,2022-07,45.5152,-122.6784
ORD-103550,2022-07-26,CUS-00738,Karen Moore,Ballpoint Pens Pack 12,Office Supplies,Art,East,Maryland,Baltimore,18.33,3.83,3,0.0,14.2,UPI,Consumer,2022,2022-07,39.2904,-76.6122
ORD-102830,2022-07-26,CUS-00786,James Clark,Filing Cabinet Metal,Furniture,Storage,Central,Ohio,Cleveland,329.22,82.52,2,0.0,18.21,Online,Consumer,2022,2022-07,41.4993,-81.6944
ORD-101844,2022-07-27,CUS-00336,Joshua Johnson,Monitor 27-inch 4K,Technology,Computers,East,Pennsylvania,Pittsburgh,803.07,105.63,2,0.15,19.43,UPI,Consumer,2022,2022-07,40.4406,-79.9959
ORD-104691,2022-07-27,CUS-00751,Daniel Green,Scissors Titanium,Office Supplies,Fasteners,West,California,San Diego,88.41,19.51,8,0.1,30.13,Online,Corporate,2022,2022-07,32.7157,-117.1611
ORD-102964,2022-07-27,CUS-00099,Ryan Lee,Mechanical Keyboard RGB,Technology,Accessories,South,Alabama,Birmingham,771.38,259.99,8,0.0,28.54,Debit Card,Home Office,2022,2022-07,33.5207,-86.8025
ORD-104079,2022-07-27,CUS-00474,Kenneth Martinez,Guest Chair Mesh,Furniture,Chairs,Central,Illinois,Springfield,103.13,16.0,1,0.15,13.21,Credit Card,Consumer,2022,2022-07,39.7817,-89.6501
ORD-101555,2022-07-27,CUS-00601,Brian Rodriguez,Envelopes Box 100,Office Supplies,Envelopes,Central,Illinois,Chicago,33.54,8.59,3,0.0,14.75,Credit Card,Home Office,2022,2022-07,41.8781,-87.6298
ORD-103896,2022-07-27,CUS-00206,Thomas Walker,Toner Cartridge Black,Office Supplies,Appliances,West,Arizona,Phoenix,70.43,13.69,1,0.0,11.19,Online,Corporate,2022,2022-07,33.4484,-112.074
ORD-105197,2022-07-27,CUS-00741,Richard Hill,External SSD 1TB,Technology,Accessories,West,Utah,Salt Lake City,326.19,70.89,3,0.15,21.12,Cash,Consumer,2022,2022-07,40.7608,-111.891
ORD-102275,2022-07-27,CUS-00566,Susan Garcia,Whiteboard Markers Set,Office Supplies,Art,Central,Indiana,Indianapolis,50.84,14.57,5,0.05,19.37,Credit Card,Consumer,2022,2022-07,39.7684,-86.1581
ORD-101328,2022-07-28,CUS-00148,Stephen Rodriguez,Binders Pack of 5,Office Supplies,Binders,East,Florida,Miami,37.56,8.92,3,0.05,17.43,Cash,Consumer,2022,2022-07,25.7617,-80.1918
ORD-104509,2022-07-28,CUS-00531,Margaret Turner,Smartphone Case Premium,Technology,Phones,West,California,Los Angeles,18.86,3.11,1,0.2,13.74,Debit Card,Consumer,2022,2022-07,34.0522,-118.2437
ORD-102933,2022-07-28,CUS-00192,Carol Nelson,Webcam HD 1080p,Technology,Accessories,East,Pennsylvania,Pittsburgh,359.94,97.48,5,0.1,19.72,Debit Card,Corporate,2022,2022-07,40.4406,-79.9959
ORD-101691,2022-07-28,CUS-00026,Brenda Anderson,Coffee Table Glass,Furniture,Tables,East,Virginia,Richmond,728.37,174.86,3,0.1,20.66,Credit Card,Corporate,2022,2022-07,37.5407,-77.436
ORD-100835,2022-07-28,CUS-00678,Donald Thomas,Bookshelf 5-Tier,Furniture,Bookcases,West,Colorado,Denver,143.06,25.75,1,0.2,16.36,Debit Card,Consumer,2022,2022-07,39.7392,-104.9903
ORD-103282,2022-07-28,CUS-00546,Amanda Gomez,Smart Watch Series X,Technology,Phones,East,Maryland,Baltimore,752.09,121.35,3,0.1,18.59,Cash,Consumer,2022,2022-07,39.2904,-76.6122
ORD-100819,2022-07-28,CUS-00453,Amanda Jones,Sticky Notes Assorted,Office Supplies,Labels,Central,Ohio,Cleveland,63.66,19.44,10,0.0,35.4,Credit Card,Consumer,2022,2022-07,41.4993,-81.6944
ORD-104931,2022-07-30,CUS-00812,Donald Torres,Sticky Notes Assorted,Office Supplies,Labels,East,North Carolina,Charlotte,18.74,3.16,3,0.0,17.73,Credit Card,Home Office,2022,2022-07,35.2271,-80.8431
ORD-102730,2022-07-30,CUS-00341,Timothy Flores,Bluetooth Headphones,Technology,Accessories,East,Virginia,Richmond,277.81,66.27,2,0.05,17.02,Debit Card,Corporate,2022,2022-07,37.5407,-77.436
ORD-102920,2022-07-30,CUS-00756,Nancy Carter,Bookshelf 5-Tier,Furniture,Bookcases,East,New Jersey,Newark,1815.99,493.82,10,0.05,41.88,Credit Card,Corporate,2022,2022-07,40.7357,-74.1724
ORD-100058,2022-07-30,CUS-00531,Margaret Turner,Webcam HD 1080p,Technology,Accessories,East,Florida,Miami,235.66,66.35,3,0.05,19.15,Credit Card,Consumer,2022,2022-07,25.7617,-80.1918
ORD-104586,2022-07-31,CUS-00062,David Perez,Envelopes Box 100,Office Supplies,Envelopes,South,Tennessee,Nashville,10.97,-0.13,1,0.1,11.98,Debit Card,Consumer,2022,2022-07,36.1627,-86.7816
ORD-100887,2022-07-31,CUS-00395,Daniel Davis,External SSD 1TB,Technology,Accessories,Central,Michigan,Detroit,110.61,28.18,1,0.0,14.29,Credit Card,Corporate,2022,2022-07,42.3314,-83.0458
ORD-103111,2022-07-31,CUS-00192,Carol Nelson,Sofa Sectional Gray,Furniture,Furnishings,South,Tennessee,Nashville,687.87,86.19,1,0.2,28.9,Online,Corporate,2022,2022-07,36.1627,-86.7816
ORD-104778,2022-07-31,CUS-00503,Gary Gonzalez,Whiteboard Markers Set,Office Supplies,Art,East,Florida,Orlando,30.6,7.58,3,0.0,16.82,Online,Consumer,2022,2022-07,28.5383,-81.3792
ORD-100788,2022-08-01,CUS-00790,James Wright,Printer Paper A4 Ream,Office Supplies,Paper,East,Pennsylvania,Philadelphia,8.22,-0.08,1,0.1,9.85,Debit Card,Corporate,2022,2022-08,39.9526,-75.1652
ORD-102204,2022-08-01,CUS-00719,Joseph Baker,Monitor 27-inch 4K,Technology,Computers,East,New York,Buffalo,2034.49,-187.45,6,0.25,34.69,Debit Card,Consumer,2022,2022-08,42.8864,-78.8784
ORD-103274,2022-08-01,CUS-00268,Laura Hall,Executive Desk Oak,Furniture,Tables,East,Florida,Orlando,449.98,92.65,1,0.25,18.14,Credit Card,Corporate,2022,2022-08,28.5383,-81.3792
ORD-104071,2022-08-02,CUS-00099,Ryan Lee,Wireless Mouse Ergonomic,Technology,Accessories,East,New York,Buffalo,31.83,8.6,1,0.0,13.63,UPI,Home Office,2022,2022-08,42.8864,-78.8784
ORD-101764,2022-08-02,CUS-00181,Karen Rivera,Executive Desk Oak,Furniture,Tables,South,Kentucky,Louisville,1126.02,328.36,2,0.05,26.98,Credit Card,Consumer,2022,2022-08,38.2527,-85.7585
ORD-104249,2022-08-02,CUS-00276,Michelle Hill,Sticky Notes Assorted,Office Supplies,Labels,West,California,Sacramento,12.62,1.71,2,0.0,13.15,Credit Card,Corporate,2022,2022-08,38.5816,-121.4944
ORD-101792,2022-08-02,CUS-00267,Elizabeth Hernandez,Tablet 10-inch,Technology,Computers,East,North Carolina,Charlotte,388.37,79.45,1,0.0,17.11,Online,Consumer,2022,2022-08,35.2271,-80.8431
ORD-101041,2022-08-02,CUS-00077,Elizabeth Lewis,Scissors Titanium,Office Supplies,Fasteners,East,Maryland,Baltimore,12.48,-0.21,1,0.05,13.45,Debit Card,Corporate,2022,2022-08,39.2904,-76.6122
ORD-104304,2022-08-03,CUS-00811,Ronald Jones,Mechanical Keyboard RGB,Technology,Accessories,West,Washington,Seattle,179.02,54.77,2,0.05,12.3,Debit Card,Consumer,2022,2022-08,47.6062,-122.3321
ORD-103283,2022-08-03,CUS-00834,Brenda Thomas,Ballpoint Pens Pack 12,Office Supplies,Art,South,Alabama,Birmingham,19.2,3.13,3,0.0,17.39,UPI,Corporate,2022,2022-08,33.5207,-86.8025
ORD-103163,2022-08-04,CUS-00464,Lisa Jones,Sofa Sectional Gray,Furniture,Furnishings,West,Nevada,Las Vegas,1698.07,360.61,2,0.0,37.03,Debit Card,Consumer,2022,2022-08,36.1699,-115.1398
ORD-104026,2022-08-04,CUS-00729,Rebecca White,Lounge Chair Leather,Furniture,Chairs,Central,Illinois,Chicago,743.84,155.76,1,0.05,22.53,Credit Card,Home Office,2022,2022-08,41.8781,-87.6298
ORD-105018,2022-08-05,CUS-00528,John Jackson,Office Chair Ergonomic,Furniture,Chairs,East,New York,New York City,242.64,61.16,1,0.0,19.36,Online,Home Office,2022,2022-08,40.7128,-74.006
ORD-103633,2022-08-05,CUS-00824,Paul Martinez,Sofa Sectional Gray,Furniture,Furnishings,West,Oregon,Portland,1887.07,406.06,2,0.0,25.98,Credit Card,Consumer,2022,2022-08,45.5152,-122.6784
ORD-104648,2022-08-05,CUS-00435,Nancy Parker,Bookshelf 5-Tier,Furniture,Bookcases,East,Pennsylvania,Philadelphia,344.11,91.38,2,0.05,14.19,Credit Card,Consumer,2022,2022-08,39.9526,-75.1652
ORD-102497,2022-08-05,CUS-00337,Linda Jackson,USB-C Hub 7-in-1,Technology,Accessories,West,Washington,Seattle,206.2,72.19,4,0.0,17.61,Credit Card,Consumer,2022,2022-08,47.6062,-122.3321
ORD-103114,2022-08-06,CUS-00559,Paul Davis,Conference Table 8-Seat,Furniture,Tables,West,Utah,Salt Lake City,1208.99,290.57,1,0.0,33.35,Debit Card,Corporate,2022,2022-08,40.7608,-111.891
ORD-103947,2022-08-06,CUS-00785,Elizabeth Evans,Sofa Sectional Gray,Furniture,Furnishings,Central,Illinois,Chicago,955.75,200.92,1,0.0,26.7,Debit Card,Corporate,2022,2022-08,41.8781,-87.6298
ORD-100803,2022-08-06,CUS-00648,Angela Wright,Scissors Titanium,Office Supplies,Fasteners,Central,Wisconsin,Milwaukee,66.79,15.98,5,0.0,26.85,Credit Card,Consumer,2022,2022-08,43.0389,-87.9065
ORD-103354,2022-08-06,CUS-00842,Joshua Smith,USB-C Hub 7-in-1,Technology,Accessories,West,California,Los Angeles,45.17,11.62,1,0.1,10.67,Credit Card,Home Office,2022,2022-08,34.0522,-118.2437
ORD-102355,2022-08-08,CUS-00643,Kevin Phillips,Office Chair Ergonomic,Furniture,Chairs,Central,Indiana,Indianapolis,440.07,99.09,2,0.1,18.64,Credit Card,Consumer,2022,2022-08,39.7684,-86.1581
ORD-105187,2022-08-08,CUS-00172,Nicholas Ramirez,Executive Desk Oak,Furniture,Tables,East,Florida,Orlando,3790.55,970.34,8,0.15,43.45,Credit Card,Home Office,2022,2022-08,28.5383,-81.3792
ORD-103001,2022-08-08,CUS-00807,Sandra Wilson,Printer Paper A4 Ream,Office Supplies,Paper,Central,Illinois,Springfield,25.85,6.33,3,0.05,13.67,UPI,Home Office,2022,2022-08,39.7817,-89.6501
ORD-102959,2022-08-09,CUS-00032,Kimberly Rodriguez,Smartphone Case Premium,Technology,Phones,Central,Missouri,Kansas City,117.71,49.89,5,0.05,18.88,UPI,Consumer,2022,2022-08,39.0997,-94.5786
ORD-104982,2022-08-09,CUS-00382,Melissa Wilson,Bluetooth Headphones,Technology,Accessories,West,Nevada,Las Vegas,1158.44,313.15,8,0.0,32.05,Credit Card,Consumer,2022,2022-08,36.1699,-115.1398
ORD-104903,2022-08-09,CUS-00276,Michelle Hill,Toner Cartridge Black,Office Supplies,Appliances,South,South Carolina,Charleston,138.32,25.49,2,0.05,18.08,Cash,Corporate,2022,2022-08,32.7765,-79.9311
ORD-103420,2022-08-09,CUS-00103,Brian Jones,Smartphone Case Premium,Technology,Phones,South,Louisiana,New Orleans,25.47,8.24,1,0.05,11.39,Credit Card,Home Office,2022,2022-08,29.9511,-90.0715
ORD-102665,2022-08-09,CUS-00177,Emily Lewis,Bluetooth Headphones,Technology,Accessories,South,Tennessee,Nashville,706.15,173.79,5,0.05,28.02,Online,Consumer,2022,2022-08,36.1627,-86.7816
ORD-100583,2022-08-10,CUS-00618,Stephanie Martin,Coffee Table Glass,Furniture,Tables,East,Florida,Miami,550.99,154.17,2,0.0,16.05,Online,Consumer,2022,2022-08,25.7617,-80.1918
ORD-102839,2022-08-10,CUS-00180,Karen Anderson,Smartphone Case Premium,Technology,Phones,West,California,Los Angeles,22.11,6.37,1,0.15,9.59,Debit Card,Consumer,2022,2022-08,34.0522,-118.2437
ORD-104869,2022-08-10,CUS-00422,Brenda Scott,Smartphone Case Premium,Technology,Phones,West,Colorado,Denver,114.24,45.72,5,0.1,19.52,Debit Card,Consumer,2022,2022-08,39.7392,-104.9903
ORD-101310,2022-08-11,CUS-00164,James Carter,Laptop Pro 15-inch,Technology,Computers,East,New Jersey,Newark,2454.18,330.82,2,0.1,36.46,Credit Card,Home Office,2022,2022-08,40.7357,-74.1724
ORD-101787,2022-08-11,CUS-00335,Richard Lewis,Stapler Heavy Duty,Office Supplies,Fasteners,Central,Missouri,Kansas City,41.85,9.66,3,0.05,17.83,Online,Consumer,2022,2022-08,39.0997,-94.5786
ORD-103493,2022-08-11,CUS-00006,Sandra Allen,Conference Table 8-Seat,Furniture,Tables,Central,Missouri,Kansas City,1352.72,325.89,1,0.0,35.11,Credit Card,Corporate,2022,2022-08,39.0997,-94.5786
ORD-100408,2022-08-12,CUS-00473,Dorothy Parker,Mechanical Keyboard RGB,Technology,Accessories,West,Colorado,Denver,145.41,34.53,2,0.2,13.52,Cash,Home Office,2022,2022-08,39.7392,-104.9903
ORD-100859,2022-08-12,CUS-00537,Angela Torres,Sticky Notes Assorted,Office Supplies,Labels,Central,Minnesota,Minneapolis,24.25,2.58,5,0.2,21.73,Debit Card,Consumer,2022,2022-08,44.9778,-93.265
ORD-102831,2022-08-13,CUS-00514,Matthew White,Sticky Notes Assorted,Office Supplies,Labels,Central,Ohio,Columbus,36.66,2.95,8,0.2,35.57,Online,Corporate,2022,2022-08,39.9612,-82.9988
ORD-100811,2022-08-13,CUS-00276,Michelle Hill,Mechanical Keyboard RGB,Technology,Accessories,West,Nevada,Las Vegas,301.76,80.82,4,0.15,19.12,Debit Card,Corporate,2022,2022-08,36.1699,-115.1398
ORD-102403,2022-08-13,CUS-00846,Betty Walker,Stapler Heavy Duty,Office Supplies,Fasteners,East,Florida,Miami,60.4,17.71,4,0.05,14.98,Cash,Consumer,2022,2022-08,25.7617,-80.1918
ORD-101900,2022-08-14,CUS-00468,Steven Gonzalez,Conference Table 8-Seat,Furniture,Tables,Central,Michigan,Detroit,2317.03,423.66,2,0.15,47.36,Credit Card,Consumer,2022,2022-08,42.3314,-83.0458
ORD-104477,2022-08-14,CUS-00651,Patricia Hill,Monitor 27-inch 4K,Technology,Computers,East,Florida,Miami,853.02,144.33,2,0.05,26.33,Debit Card,Consumer,2022,2022-08,25.7617,-80.1918
ORD-102222,2022-08-14,CUS-00003,Susan Baker,Monitor 27-inch 4K,Technology,Computers,East,Florida,Orlando,2714.12,531.18,6,0.0,33.27,Credit Card,Corporate,2022,2022-08,28.5383,-81.3792
ORD-101570,2022-08-14,CUS-00780,Gary Campbell,External SSD 1TB,Technology,Accessories,Central,Minnesota,Minneapolis,225.71,60.92,2,0.0,19.4,Credit Card,Corporate,2022,2022-08,44.9778,-93.265
ORD-102710,2022-08-15,CUS-00389,Ashley Rodriguez,Webcam HD 1080p,Technology,Accessories,West,Oregon,Portland,64.64,13.25,1,0.15,12.0,Credit Card,Corporate,2022,2022-08,45.5152,-122.6784
ORD-104725,2022-08-15,CUS-00194,Cynthia Rodriguez,Webcam HD 1080p,Technology,Accessories,East,Florida,Orlando,62.85,12.84,1,0.15,11.79,Online,Home Office,2022,2022-08,28.5383,-81.3792
ORD-101931,2022-08-15,CUS-00077,Elizabeth Lewis,Standing Desk Adjustable,Furniture,Tables,Central,Ohio,Columbus,381.38,110.74,1,0.1,21.4,Credit Card,Corporate,2022,2022-08,39.9612,-82.9988
ORD-104828,2022-08-15,CUS-00836,Sarah Moore,Mechanical Keyboard RGB,Technology,Accessories,West,Colorado,Denver,93.5,29.03,1,0.0,10.55,Credit Card,Consumer,2022,2022-08,39.7392,-104.9903
ORD-101988,2022-08-15,CUS-00269,Donna Williams,Sofa Sectional Gray,Furniture,Furnishings,Central,Wisconsin,Milwaukee,6792.01,1476.71,8,0.0,50.1,Debit Card,Consumer,2022,2022-08,43.0389,-87.9065
ORD-103045,2022-08-16,CUS-00473,Dorothy Parker,USB-C Hub 7-in-1,Technology,Accessories,South,Tennessee,Nashville,44.43,12.72,1,0.05,9.37,Online,Home Office,2022,2022-08,36.1627,-86.7816
ORD-104954,2022-08-16,CUS-00025,Cynthia Harris,Tablet 10-inch,Technology,Computers,Central,Indiana,Indianapolis,747.17,142.34,2,0.05,20.27,Credit Card,Consumer,2022,2022-08,39.7684,-86.1581
ORD-104493,2022-08-17,CUS-00625,Ashley Martinez,Desk Organizer Bamboo,Office Supplies,Storage,West,California,Los Angeles,37.53,9.08,1,0.0,12.66,Debit Card,Consumer,2022,2022-08,34.0522,-118.2437
ORD-102498,2022-08-17,CUS-00140,Matthew Taylor,USB-C Hub 7-in-1,Technology,Accessories,South,Tennessee,Nashville,53.19,15.66,1,0.0,13.02,Credit Card,Consumer,2022,2022-08,36.1627,-86.7816
ORD-102028,2022-08-17,CUS-00374,Brenda Lee,Toner Cartridge Black,Office Supplies,Appliances,Central,Missouri,Kansas City,63.97,7.94,1,0.15,12.04,Debit Card,Home Office,2022,2022-08,39.0997,-94.5786
ORD-103993,2022-08-17,CUS-00396,Patricia Rodriguez,Bluetooth Headphones,Technology,Accessories,East,Florida,Orlando,392.11,87.27,3,0.1,19.52,Credit Card,Consumer,2022,2022-08,28.5383,-81.3792
ORD-100881,2022-08-17,CUS-00707,Stephanie Baker,Monitor 27-inch 4K,Technology,Computers,Central,Illinois,Chicago,378.86,54.39,1,0.1,17.8,Credit Card,Consumer,2022,2022-08,41.8781,-87.6298
ORD-100595,2022-08-18,CUS-00042,Jonathan Carter,Webcam HD 1080p,Technology,Accessories,West,Nevada,Las Vegas,152.47,38.46,2,0.1,16.46,Online,Consumer,2022,2022-08,36.1699,-115.1398
ORD-103745,2022-08-18,CUS-00842,Joshua Smith,Sofa Sectional Gray,Furniture,Furnishings,West,California,San Francisco,758.8,109.06,1,0.15,35.29,Credit Card,Home Office,2022,2022-08,37.7749,-122.4194
ORD-102491,2022-08-18,CUS-00403,Jennifer Campbell,Executive Desk Oak,Furniture,Tables,East,Pennsylvania,Pittsburgh,2981.43,943.26,5,0.0,30.85,Online,Corporate,2022,2022-08,40.4406,-79.9959
ORD-104770,2022-08-18,CUS-00714,William King,Desk Organizer Bamboo,Office Supplies,Storage,Central,Indiana,Indianapolis,33.58,7.08,1,0.05,12.39,Credit Card,Consumer,2022,2022-08,39.7684,-86.1581
ORD-102513,2022-08-18,CUS-00209,Michelle Miller,Wireless Mouse Ergonomic,Technology,Accessories,Central,Illinois,Springfield,27.02,6.06,1,0.05,13.56,Credit Card,Corporate,2022,2022-08,39.7817,-89.6501
ORD-102528,2022-08-18,CUS-00160,Jacob Flores,Sofa Sectional Gray,Furniture,Furnishings,East,Florida,Orlando,848.63,157.43,1,0.05,35.13,UPI,Home Office,2022,2022-08,28.5383,-81.3792
ORD-105105,2022-08-18,CUS-00639,Richard Sanchez,Stapler Heavy Duty,Office Supplies,Fasteners,Central,Minnesota,Minneapolis,25.62,3.47,2,0.2,13.5,Credit Card,Consumer,2022,2022-08,44.9778,-93.265
ORD-100120,2022-08-18,CUS-00105,Anna Rivera,Wireless Mouse Ergonomic,Technology,Accessories,Central,Minnesota,Minneapolis,31.78,8.8,1,0.0,12.99,Credit Card,Consumer,2022,2022-08,44.9778,-93.265
ORD-104124,2022-08-18,CUS-00290,Christopher Perez,Stapler Heavy Duty,Office Supplies,Fasteners,Central,Minnesota,Minneapolis,58.62,15.27,4,0.0,23.38,Online,Consumer,2022,2022-08,44.9778,-93.265
ORD-102143,2022-08-19,CUS-00761,Anthony Perez,Conference Table 8-Seat,Furniture,Tables,East,Maryland,Baltimore,2375.99,532.67,2,0.05,39.46,Debit Card,Corporate,2022,2022-08,39.2904,-76.6122
ORD-100087,2022-08-19,CUS-00427,Margaret Martinez,Laptop Pro 15-inch,Technology,Computers,Central,Indiana,Indianapolis,2078.52,237.45,2,0.15,34.2,Cash,Corporate,2022,2022-08,39.7684,-86.1581
ORD-104714,2022-08-20,CUS-00568,Jason Hernandez,Bookshelf 5-Tier,Furniture,Bookcases,East,New Jersey,Newark,547.65,136.87,3,0.1,15.76,Debit Card,Corporate,2022,2022-08,40.7357,-74.1724
ORD-101980,2022-08-20,CUS-00261,Laura Lewis,External SSD 1TB,Technology,Accessories,East,Maryland,Baltimore,223.68,56.75,2,0.05,16.79,Online,Consumer,2022,2022-08,39.2904,-76.6122
ORD-105091,2022-08-20,CUS-00807,Sandra Wilson,Bluetooth Headphones,Technology,Accessories,East,Maryland,Baltimore,141.25,35.29,1,0.0,12.18,Online,Home Office,2022,2022-08,39.2904,-76.6122
ORD-103423,2022-08-20,CUS-00669,Emily Jackson,Sticky Notes Assorted,Office Supplies,Labels,East,Pennsylvania,Pittsburgh,6.4,0.1,1,0.0,8.85,Credit Card,Consumer,2022,2022-08,40.4406,-79.9959
ORD-102334,2022-08-20,CUS-00174,Jacob Lewis,Tablet 10-inch,Technology,Computers,South,Kentucky,Louisville,968.38,125.55,3,0.2,28.63,Online,Consumer,2022,2022-08,38.2527,-85.7585
ORD-100041,2022-08-20,CUS-00527,Patricia Lee,Laptop Pro 15-inch,Technology,Computers,West,California,Los Angeles,1232.0,186.02,1,0.05,31.71,Credit Card,Home Office,2022,2022-08,34.0522,-118.2437
ORD-103647,2022-08-20,CUS-00463,Carol Anderson,Conference Table 8-Seat,Furniture,Tables,Central,Minnesota,Minneapolis,2658.72,331.62,3,0.3,40.03,Debit Card,Consumer,2022,2022-08,44.9778,-93.265
ORD-104237,2022-08-21,CUS-00565,Nancy Wright,External SSD 1TB,Technology,Accessories,East,Florida,Miami,95.7,17.37,1,0.15,16.0,Debit Card,Consumer,2022,2022-08,25.7617,-80.1918
ORD-104312,2022-08-21,CUS-00550,Daniel Turner,Laptop Pro 15-inch,Technology,Computers,Central,Illinois,Springfield,3842.21,679.14,3,0.0,35.6,Credit Card,Corporate,2022,2022-08,39.7817,-89.6501
ORD-104326,2022-08-21,CUS-00575,Thomas Jones,Office Chair Ergonomic,Furniture,Chairs,West,Nevada,Las Vegas,269.85,68.63,1,0.0,19.8,UPI,Consumer,2022,2022-08,36.1699,-115.1398
ORD-102183,2022-08-22,CUS-00720,Gary Garcia,Wireless Charger Pad,Technology,Accessories,East,Florida,Miami,40.78,11.83,1,0.0,12.81,Credit Card,Home Office,2022,2022-08,25.7617,-80.1918
ORD-104816,2022-08-22,CUS-00492,Kevin Miller,Office Chair Ergonomic,Furniture,Chairs,West,Oregon,Portland,458.79,94.84,2,0.15,17.41,Debit Card,Corporate,2022,2022-08,45.5152,-122.6784
ORD-104697,2022-08-22,CUS-00681,Jacob Miller,Sticky Notes Assorted,Office Supplies,Labels,East,North Carolina,Charlotte,9.87,-0.49,2,0.2,13.23,Online,Corporate,2022,2022-08,35.2271,-80.8431
ORD-100227,2022-08-23,CUS-00271,Elizabeth Baker,Coffee Table Glass,Furniture,Tables,West,Nevada,Las Vegas,262.55,59.72,1,0.1,16.91,Online,Consumer,2022,2022-08,36.1699,-115.1398
ORD-104856,2022-08-23,CUS-00212,Betty Jones,Whiteboard Markers Set,Office Supplies,Art,East,Pennsylvania,Pittsburgh,9.17,-0.51,1,0.05,12.45,Credit Card,Corporate,2022,2022-08,40.4406,-79.9959
ORD-102280,2022-08-23,CUS-00060,Melissa Lewis,Office Chair Ergonomic,Furniture,Chairs,East,Massachusetts,Boston,385.9,62.04,2,0.25,21.21,Credit Card,Home Office,2022,2022-08,42.3601,-71.0589
ORD-102630,2022-08-23,CUS-00677,Susan Flores,Whiteboard Markers Set,Office Supplies,Art,East,New York,New York City,14.08,-0.07,2,0.25,13.16,Credit Card,Corporate,2022,2022-08,40.7128,-74.006
ORD-104452,2022-08-23,CUS-00742,Michael Thomas,Bluetooth Headphones,Technology,Accessories,West,California,San Francisco,151.68,36.78,1,0.0,16.27,Credit Card,Corporate,2022,2022-08,37.7749,-122.4194
ORD-101746,2022-08-24,CUS-00302,Donald Rivera,Envelopes Box 100,Office Supplies,Envelopes,East,Florida,Orlando,10.53,-0.19,1,0.15,11.06,Credit Card,Consumer,2022,2022-08,28.5383,-81.3792
ORD-100997,2022-08-24,CUS-00830,Brenda Allen,Desk Organizer Bamboo,Office Supplies,Storage,Central,Michigan,Detroit,34.85,9.07,1,0.0,9.94,Cash,Consumer,2022,2022-08,42.3314,-83.0458
ORD-101349,2022-08-24,CUS-00457,Rebecca Jackson,Smartphone Case Premium,Technology,Phones,Central,Minnesota,Minneapolis,35.39,8.76,2,0.25,15.43,Cash,Consumer,2022,2022-08,44.9778,-93.265
ORD-102805,2022-08-24,CUS-00409,Charles Jones,Ballpoint Pens Pack 12,Office Supplies,Art,East,New York,Buffalo,5.81,-1.52,1,0.1,11.64,Debit Card,Consumer,2022,2022-08,42.8864,-78.8784
ORD-101699,2022-08-25,CUS-00178,Andrew Thomas,Smart Watch Series X,Technology,Phones,South,Tennessee,Nashville,1024.31,123.49,4,0.2,27.64,Credit Card,Consumer,2022,2022-08,36.1627,-86.7816
ORD-102088,2022-08-25,CUS-00374,Brenda Lee,Sofa Sectional Gray,Furniture,Furnishings,West,California,San Diego,833.32,137.37,1,0.1,36.09,Credit Card,Home Office,2022,2022-08,32.7157,-117.1611
ORD-101426,2022-08-25,CUS-00489,Christopher White,Bookshelf 5-Tier,Furniture,Bookcases,West,California,Los Angeles,144.22,27.72,1,0.2,11.45,Debit Card,Consumer,2022,2022-08,34.0522,-118.2437
ORD-101737,2022-08-25,CUS-00105,Anna Rivera,Printer Paper A4 Ream,Office Supplies,Paper,East,Florida,Orlando,16.29,1.63,2,0.05,15.36,Online,Consumer,2022,2022-08,28.5383,-81.3792
ORD-104664,2022-08-25,CUS-00045,Kimberly Allen,Ballpoint Pens Pack 12,Office Supplies,Art,Central,Minnesota,Minneapolis,29.02,6.13,5,0.05,20.64,UPI,Corporate,2022,2022-08,44.9778,-93.265
