Order ID,Order Date,Ship Date,Customer Name,Customer ID,Product Name,Product Category,Sub Category,Region,Country,State,City,Sales,Profit,Quantity,Discount,Shipping Cost,Payment Mode,Segment
ORD-103915,2023-01-13,2023-01-17,Sarah Moore,CUS-00836,Webcam HD 1080p,Technology,Accessories,East,United States,North Carolina,Charlotte,150.74,41.02,2,0.05,16.32,Debit Card,Consumer
ORD-105111,2023-01-13,2023-01-16,Stephen Hernandez,CUS-00057,Monitor 27-inch 4K,Technology,Computers,West,United States,Colorado,Denver,2610.15,512.17,6,0.0,28.18,Credit Card,Consumer
ORD-104546,2023-01-14,2023-01-17,Mary Torres,CUS-00253,Smartphone Case Premium,Technology,Phones,East,United States,Maryland,Baltimore,212.72,84.31,10,0.1,38.7,Credit Card,Consumer
ORD-101097,2023-01-14,2023-01-19,Laura White,CUS-00578,Smart Watch Series X,Technology,Phones,East,United States,Florida,Miami,620.29,124.83,2,0.0,15.53,Credit Card,Consumer
ORD-100793,2023-01-14,2023-01-21,Donna Martin,CUS-00567,Laptop Pro 15-inch,Technology,Computers,South,United States,South Carolina,Charleston,1281.74,219.47,1,0.0,32.13,Cash,Consumer
ORD-104189,2023-01-15,2023-01-19,Amanda Thomas,CUS-00539,Sofa Sectional Gray,Furniture,Furnishings,East,United States,North Carolina,Charlotte,2373.72,413.65,3,0.1,38.91,UPI,Corporate
ORD-104252,2023-01-15,2023-01-18,Charles Turner,CUS-00522,Monitor 27-inch 4K,Technology,Computers,East,United States,Florida,Orlando,1255.3,244.29,3,0.0,19.33,Online,Consumer
ORD-102722,2023-01-15,2023-01-20,Jason Garcia,CUS-00564,Guest Chair Mesh,Furniture,Chairs,Central,United States,Minnesota,Minneapolis,102.79,13.97,1,0.2,12.95,Debit Card,Consumer
ORD-103955,2023-01-15,2023-01-20,Ronald Adams,CUS-00031,Filing Cabinet Metal,Furniture,Storage,East,United States,Maryland,Baltimore,743.05,193.04,5,0.0,21.67,Online,Consumer
ORD-105123,2023-01-16,2023-01-20,Matthew Sanchez,CUS-00132,Whiteboard Markers Set,Office Supplies,Art,Central,United States,Ohio,Cleveland,35.85,9.55,4,0.05,15.73,UPI,Consumer
ORD-104987,2023-01-16,2023-01-19,Sharon Miller,CUS-00334,Guest Chair Mesh,Furniture,Chairs,East,United States,New York,Buffalo,543.88,132.09,4,0.0,26.62,Online,Corporate
ORD-101350,2023-01-16,2023-01-19,Amy Sanchez,CUS-00163,Conference Table 8-Seat,Furniture,Tables,East,United States,Virginia,Richmond,2147.04,347.38,2,0.2,50.33,Debit Card,Consumer
ORD-100985,2023-01-16,2023-01-18,David Allen,CUS-00217,Mechanical Keyboard RGB,Technology,Accessories,East,United States,New York,Buffalo,76.84,20.21,1,0.1,10.31,Cash,Corporate
ORD-104192,2023-01-16,2023-01-20,Brian Brown,CUS-00817,Binders Pack of 5,Office Supplies,Binders,West,United States,Utah,Salt Lake City,88.23,24.64,8,0.1,25.38,Online,Consumer
ORD-101967,2023-01-16,2023-01-22,Amanda Moore,CUS-00797,Printer Paper A4 Ream,Office Supplies,Paper,East,United States,New York,New York City,25.52,1.29,4,0.25,21.83,Credit Card,Corporate
ORD-103452,2023-01-17,2023-01-24,Joseph Taylor,CUS-00136,Sticky Notes Assorted,Office Supplies,Labels,East,United States,Massachusetts,Boston,11.8,1.3,2,0.05,12.48,Online,Consumer
ORD-101475,2023-01-17,2023-01-22,Emily Phillips,CUS-00009,Mechanical Keyboard RGB,Technology,Accessories,West,United States,Nevada,Las Vegas,69.41,12.56,1,0.25,13.68,Online,Home Office
ORD-101488,2023-01-17,2023-01-23,Michelle Young,CUS-00631,Tablet 10-inch,Technology,Computers,West,United States,Oregon,Portland,419.53,85.29,1,0.0,20.02,Credit Card,Consumer
ORD-104165,2023-01-18,2023-01-21,Sandra Campbell,CUS-00652,Conference Table 8-Seat,Furniture,Tables,East,United States,New Jersey,Newark,3449.21,710.44,3,0.1,39.7,Cash,Consumer
ORD-101601,2023-01-18,2023-01-24,Stephen Smith,CUS-00303,Filing Cabinet Metal,Furniture,Storage,Central,United States,Wisconsin,Milwaukee,402.18,76.75,3,0.15,22.03,Credit Card,Corporate
ORD-104643,2023-01-18,2023-01-23,Anna King,CUS-00692,Laptop Pro 15-inch,Technology,Computers,West,United States,Washington,Seattle,1213.62,182.69,1,0.05,32.83,Credit Card,Consumer
ORD-104801,2023-01-18,2023-01-21,Michael Martinez,CUS-00257,Desk Organizer Bamboo,Office Supplies,Storage,West,United States,California,Sacramento,169.58,53.24,5,0.0,22.31,Debit Card,Consumer
ORD-103310,2023-01-18,2023-01-22,Paul Miller,CUS-00828,Printer Paper A4 Ream,Office Supplies,Paper,West,United States,California,Sacramento,42.29,7.57,6,0.2,23.08,Online,Consumer
ORD-101635,2023-01-19,2023-01-22,Mary Martin,CUS-00690,Tablet 10-inch,Technology,Computers,West,United States,Arizona,Phoenix,3094.38,666.14,8,0.0,41.77,Online,Corporate
ORD-104002,2023-01-19,2023-01-21,Barbara Walker,CUS-00288,Smart Watch Series X,Technology,Phones,South,United States,Alabama,Birmingham,513.9,70.6,2,0.15,18.52,Online,Consumer
ORD-100770,2023-01-19,2023-01-23,Linda Hernandez,CUS-00082,Executive Desk Oak,Furniture,Tables,West,United States,Arizona,Phoenix,496.27,112.24,1,0.2,19.62,Online,Consumer
ORD-101526,2023-01-19,2023-01-22,Dorothy Parker,CUS-00473,Binders Pack of 5,Office Supplies,Binders,West,United States,Washington,Seattle,12.36,1.85,1,0.0,9.54,Credit Card,Home Office
ORD-103273,2023-01-20,2023-01-26,Christopher Hall,CUS-00010,Printer Paper A4 Ream,Office Supplies,Paper,Central,United States,Michigan,Detroit,46.72,13.82,5,0.0,20.59,Credit Card,Consumer
ORD-100281,2023-01-20,2023-01-23,Carol Wright,CUS-00663,Bookshelf 5-Tier,Furniture,Bookcases,West,United States,California,San Diego,779.7,224.55,4,0.0,26.75,Credit Card,Consumer
ORD-100937,2023-01-20,2023-01-22,Mary Torres,CUS-00253,Bookshelf 5-Tier,Furniture,Bookcases,East,United States,Georgia,Atlanta,734.05,197.97,4,0.05,21.6,Online,Consumer
ORD-102130,2023-01-20,2023-01-25,Barbara Jones,CUS-00596,Whiteboard Markers Set,Office Supplies,Art,East,United States,Maryland,Baltimore,39.9,11.57,4,0.0,17.11,Online,Consumer
ORD-100464,2023-01-20,2023-01-25,Daniel Green,CUS-00751,Wireless Charger Pad,Technology,Accessories,West,United States,California,San Francisco,208.71,68.2,6,0.1,19.82,Credit Card,Corporate
ORD-100184,2023-01-20,2023-01-23,Cynthia Harris,CUS-00025,Coffee Table Glass,Furniture,Tables,Central,United States,Texas,Houston,588.29,162.52,2,0.0,23.09,Credit Card,Consumer
ORD-104209,2023-01-21,2023-01-24,Donna Anderson,CUS-00745,Mechanical Keyboard RGB,Technology,Accessories,East,United States,Maryland,Baltimore,376.54,92.5,5,0.2,26.19,Debit Card,Corporate
ORD-102683,2023-01-21,2023-01-25,Melissa Lewis,CUS-00060,Stapler Heavy Duty,Office Supplies,Fasteners,Central,United States,Texas,Houston,47.46,12.39,3,0.0,18.85,Debit Card,Home Office
ORD-102661,2023-01-21,2023-01-24,Michael Gonzalez,CUS-00297,Guest Chair Mesh,Furniture,Chairs,West,United States,California,Sacramento,273.51,64.63,2,0.0,18.52,Credit Card,Consumer
ORD-104366,2023-01-22,2023-01-27,Gary Garcia,CUS-00720,Scissors Titanium,Office Supplies,Fasteners,South,United States,Oklahoma,Oklahoma City,24.42,3.81,2,0.0,15.63,Credit Card,Home Office
ORD-101129,2023-01-22,2023-01-25,Sarah Martinez,CUS-00504,Standing Desk Adjustable,Furniture,Tables,Central,United States,Texas,Dallas,440.73,138.63,1,0.05,19.45,Debit Card,Consumer
ORD-103602,2023-01-22,2023-01-25,Sarah Diaz,CUS-00693,Wireless Mouse Ergonomic,Technology,Accessories,East,United States,New York,Buffalo,79.25,26.7,3,0.05,14.29,Online,Consumer
ORD-100353,2023-01-23,2023-01-27,Robert Carter,CUS-00283,Executive Desk Oak,Furniture,Tables,East,United States,New York,Buffalo,3182.73,1006.36,5,0.0,34.61,Debit Card,Corporate
ORD-105181,2023-01-23,2023-01-27,Linda Turner,CUS-00604,Wireless Charger Pad,Technology,Accessories,Central,United States,Texas,Austin,33.36,7.08,1,0.2,10.28,Debit Card,Consumer
ORD-103056,2023-01-23,2023-01-29,Kevin Parker,CUS-00324,Scissors Titanium,Office Supplies,Fasteners,West,United States,Nevada,Las Vegas,11.0,0.26,1,0.1,9.95,Debit Card,Consumer
ORD-103010,2023-01-23,2023-01-26,Gary Flores,CUS-00381,Conference Table 8-Seat,Furniture,Tables,West,United States,Arizona,Phoenix,2797.58,683.35,2,0.0,45.83,Debit Card,Consumer
ORD-104403,2023-01-24,2023-01-27,Carol Wilson,CUS-00110,Bluetooth Headphones,Technology,Accessories,Central,United States,Wisconsin,Milwaukee,302.41,79.68,2,0.0,14.27,Debit Card,Corporate
ORD-102936,2023-01-24,2023-01-28,Stephanie Young,CUS-00256,Webcam HD 1080p,Technology,Accessories,South,United States,Kentucky,Louisville,118.16,23.95,2,0.2,15.97,UPI,Consumer
ORD-104155,2023-01-24,2023-01-27,Ashley Carter,CUS-00228,Desk Organizer Bamboo,Office Supplies,Storage,East,United States,Florida,Miami,72.02,21.43,2,0.0,12.86,Online,Consumer
ORD-104740,2023-01-24,2023-01-29,Stephen Lewis,CUS-00173,Bookshelf 5-Tier,Furniture,Bookcases,Central,United States,Indiana,Indianapolis,344.26,77.51,2,0.15,14.6,Credit Card,Home Office
ORD-101740,2023-01-24,2023-01-28,Susan Garcia,CUS-00566,Stapler Heavy Duty,Office Supplies,Fasteners,Central,United States,Illinois,Springfield,36.34,4.65,3,0.25,17.87,UPI,Consumer
ORD-102728,2023-01-24,2023-01-27,Jessica Clark,CUS-00423,Printer Paper A4 Ream,Office Supplies,Paper,Central,United States,Texas,Houston,46.44,14.2,5,0.0,19.13,UPI,Consumer
ORD-103887,2023-01-25,2023-01-29,Deborah Taylor,CUS-00083,Laptop Pro 15-inch,Technology,Computers,West,United States,Colorado,Denver,4610.12,720.04,4,0.05,50.22,Credit Card,Home Office
ORD-104684,2023-01-25,2023-01-26,Kevin Anderson,CUS-00777,Binders Pack of 5,Office Supplies,Binders,West,United States,Washington,Seattle,11.26,-0.53,1,0.15,13.09,UPI,Consumer
ORD-103491,2023-01-25,2023-01-28,Mary Torres,CUS-00253,Guest Chair Mesh,Furniture,Chairs,Central,United States,Texas,Austin,221.09,43.98,2,0.1,13.3,UPI,Consumer
ORD-104582,2023-01-25,2023-01-31,Daniel Taylor,CUS-00398,Monitor 27-inch 4K,Technology,Computers,West,United States,Arizona,Phoenix,454.52,83.6,1,0.0,20.87,Cash,Consumer
ORD-101308,2023-01-25,2023-01-31,Michael Miller,CUS-00680,Bookshelf 5-Tier,Furniture,Bookcases,East,United States,New York,New York City,177.12,40.09,1,0.1,17.02,Debit Card,Consumer
ORD-102968,2023-01-25,2023-01-27,Jonathan Ramirez,CUS-00216,Envelopes Box 100,Office Supplies,Envelopes,East,United States,Florida,Orlando,63.53,17.55,5,0.0,24.27,Debit Card,Corporate
ORD-100085,2023-01-25,2023-01-31,Charles Jackson,CUS-00538,Guest Chair Mesh,Furniture,Chairs,East,United States,Georgia,Atlanta,456.07,84.57,4,0.15,18.97,Cash,Consumer
ORD-101235,2023-01-25,2023-01-29,Ashley Miller,CUS-00213,Sofa Sectional Gray,Furniture,Furnishings,East,United States,Florida,Orlando,817.88,120.18,1,0.15,30.51,Online,Corporate
ORD-100632,2023-01-26,2023-01-28,Charles Thompson,CUS-00495,Office Chair Ergonomic,Furniture,Chairs,Central,United States,Michigan,Detroit,269.91,69.83,1,0.0,16.4,Online,Consumer
ORD-101261,2023-01-26,2023-01-31,Melissa Wright,CUS-00384,Wireless Mouse Ergonomic,Technology,Accessories,Central,United States,Indiana,Indianapolis,28.51,6.49,1,0.05,14.04,Online,Home Office
ORD-101769,2023-01-27,2023-02-01,George Jones,CUS-00715,Webcam HD 1080p,Technology,Accessories,East,United States,Virginia,Richmond,64.46,-7.96,1,0.25,15.26,Credit Card,Home Office
ORD-100958,2023-01-27,2023-01-30,Gary Miller,CUS-00219,Executive Desk Oak,Furniture,Tables,West,United States,Utah,Salt Lake City,572.2,161.56,1,0.05,28.87,Credit Card,Consumer
ORD-101893,2023-01-27,2023-02-01,John Jackson,CUS-00528,Sofa Sectional Gray,Furniture,Furnishings,West,United States,Oregon,Portland,626.49,63.68,1,0.25,32.86,Credit Card,Home Office
ORD-102339,2023-01-27,2023-01-28,Stephen Green,CUS-00602,Sofa Sectional Gray,Furniture,Furnishings,East,United States,New York,Buffalo,836.05,157.91,1,0.05,26.57,Credit Card,Corporate
ORD-103290,2023-01-27,2023-01-29,Jason Diaz,CUS-00431,Conference Table 8-Seat,Furniture,Tables,East,United States,Florida,Orlando,1937.09,314.98,2,0.2,40.93,Debit Card,Corporate
ORD-100069,2023-01-27,2023-02-01,Brian Brown,CUS-00817,Standing Desk Adjustable,Furniture,Tables,West,United States,California,San Diego,891.1,303.32,2,0.0,24.47,Online,Consumer
ORD-104294,2023-01-27,2023-01-31,Cynthia Davis,CUS-00624,USB-C Hub 7-in-1,Technology,Accessories,East,United States,Maryland,Baltimore,46.7,13.5,1,0.0,12.12,UPI,Consumer
ORD-104441,2023-01-27,2023-02-01,Karen Moore,CUS-00738,Stapler Heavy Duty,Office Supplies,Fasteners,Central,United States,Texas,Austin,14.51,1.15,1,0.0,13.3,Credit Card,Consumer
ORD-104415,2023-01-28,2023-01-30,Carol Miller,CUS-00012,Mechanical Keyboard RGB,Technology,Accessories,West,United States,Washington,Seattle,91.49,28.1,1,0.0,11.2,Debit Card,Consumer
ORD-102634,2023-01-29,2023-02-01,Mark Roberts,CUS-00260,Office Chair Ergonomic,Furniture,Chairs,East,United States,New York,Buffalo,469.46,105.56,2,0.1,20.31,Cash,Corporate
ORD-103277,2023-01-29,2023-02-03,Stephen Smith,CUS-00303,Webcam HD 1080p,Technology,Accessories,West,United States,Arizona,Phoenix,228.97,68.82,3,0.0,19.27,Debit Card,Corporate
ORD-105170,2023-01-29,2023-01-30,Karen Martin,CUS-00605,Wireless Charger Pad,Technology,Accessories,West,United States,California,San Diego,115.67,36.76,3,0.1,13.95,Credit Card,Consumer
ORD-101520,2023-01-31,2023-02-04,Matthew Brown,CUS-00763,Bluetooth Headphones,Technology,Accessories,Central,United States,Michigan,Detroit,420.65,101.54,3,0.05,22.38,Credit Card,Consumer
ORD-101877,2023-01-31,2023-02-07,Kimberly White,CUS-00772,Wireless Charger Pad,Technology,Accessories,East,United States,Maryland,Baltimore,32.33,5.61,1,0.2,13.54,Online,Consumer
ORD-102110,2023-01-31,2023-02-03,Kenneth Wilson,CUS-00030,Sticky Notes Assorted,Office Supplies,Labels,West,United States,Washington,Seattle,10.64,-0.32,2,0.15,14.28,Credit Card,Corporate
ORD-102111,2023-01-31,2023-02-04,Jason Allen,CUS-00500,Wireless Mouse Ergonomic,Technology,Accessories,East,United States,New Jersey,Newark,89.42,22.98,4,0.25,16.1,Credit Card,Consumer
ORD-101808,2023-02-01,2023-02-03,Laura Carter,CUS-00703,Wireless Mouse Ergonomic,Technology,Accessories,Central,United States,Texas,Houston,116.37,43.38,4,0.0,15.7,Credit Card,Consumer
ORD-104220,2023-02-01,2023-02-06,Cynthia Jackson,CUS-00345,Mechanical Keyboard RGB,Technology,Accessories,Central,United States,Texas,Austin,188.73,60.41,2,0.0,16.14,Debit Card,Corporate
ORD-103943,2023-02-01,2023-02-05,Gary Miller,CUS-00219,Lounge Chair Leather,Furniture,Chairs,Central,United States,Missouri,Kansas City,784.88,178.02,1,0.0,29.57,Debit Card,Consumer
ORD-102402,2023-02-01,2023-02-06,Michael Garcia,CUS-00112,Scissors Titanium,Office Supplies,Fasteners,East,United States,New York,Buffalo,32.74,4.4,3,0.1,19.22,Cash,Corporate
ORD-103441,2023-02-01,2023-02-06,Steven Johnson,CUS-00282,Binders Pack of 5,Office Supplies,Binders,East,United States,Massachusetts,Boston,22.14,3.11,2,0.15,13.9,Credit Card,Consumer
ORD-100203,2023-02-01,2023-02-04,Michelle Hall,CUS-00708,Standing Desk Adjustable,Furniture,Tables,West,United States,Nevada,Las Vegas,3849.88,1334.34,8,0.0,37.47,UPI,Consumer
ORD-103318,2023-02-02,2023-02-07,Sandra Davis,CUS-00244,Wireless Mouse Ergonomic,Technology,Accessories,East,United States,Florida,Orlando,106.82,36.11,4,0.05,18.91,Credit Card,Corporate
ORD-104863,2023-02-02,2023-02-03,Nicholas Taylor,CUS-00102,Monitor 27-inch 4K,Technology,Computers,Central,United States,Texas,Austin,416.07,68.42,1,0.05,18.5,Cash,Consumer
ORD-104835,2023-02-02,2023-02-06,Kimberly Flores,CUS-00664,Bookshelf 5-Tier,Furniture,Bookcases,South,United States,South Carolina,Charleston,631.23,144.3,4,0.15,20.55,Debit Card,Consumer
ORD-102464,2023-02-02,2023-02-07,Jeffrey Lewis,CUS-00488,Envelopes Box 100,Office Supplies,Envelopes,West,United States,Oregon,Portland,32.35,7.01,3,0.05,16.02,UPI,Corporate
ORD-104573,2023-02-02,2023-02-06,Anna Walker,CUS-00556,Bookshelf 5-Tier,Furniture,Bookcases,East,United States,Florida,Orlando,530.86,96.87,4,0.25,26.57,Credit Card,Consumer
ORD-100433,2023-02-02,2023-02-04,Michelle Phillips,CUS-00513,Wireless Mouse Ergonomic,Technology,Accessories,East,United States,Florida,Orlando,44.45,9.22,2,0.2,16.85,Debit Card,Corporate
ORD-103938,2023-02-03,2023-02-06,Deborah Roberts,CUS-00833,Binders Pack of 5,Office Supplies,Binders,East,United States,North Carolina,Charlotte,40.76,10.69,3,0.0,18.36,Online,Consumer
ORD-100243,2023-02-03,2023-02-06,Shirley Hernandez,CUS-00090,Sticky Notes Assorted,Office Supplies,Labels,East,United States,New Jersey,Newark,12.57,2.41,2,0.0,11.07,Debit Card,Consumer
ORD-100884,2023-02-04,2023-02-11,James Carter,CUS-00164,Bluetooth Headphones,Technology,Accessories,West,United States,California,Sacramento,286.12,75.19,2,0.0,14.06,Credit Card,Home Office
ORD-101267,2023-02-04,2023-02-07,Ryan Scott,CUS-00309,Wireless Mouse Ergonomic,Technology,Accessories,East,United States,New Jersey,Newark,101.39,27.11,4,0.2,21.03,Online,Consumer
ORD-102921,2023-02-04,2023-02-05,Timothy Scott,CUS-00802,Conference Table 8-Seat,Furniture,Tables,East,United States,Massachusetts,Boston,4991.37,1128.83,4,0.05,54.81,UPI,Consumer
ORD-101080,2023-02-05,2023-02-09,Amy Robinson,CUS-00471,Bookshelf 5-Tier,Furniture,Bookcases,East,United States,Pennsylvania,Pittsburgh,374.93,99.0,2,0.05,17.08,Debit Card,Corporate
ORD-100581,2023-02-05,2023-02-08,David Thomas,CUS-00332,Scissors Titanium,Office Supplies,Fasteners,Central,United States,Ohio,Columbus,32.13,3.51,3,0.15,19.35,Credit Card,Corporate
ORD-100314,2023-02-05,2023-02-07,Timothy Walker,CUS-00186,Webcam HD 1080p,Technology,Accessories,West,United States,California,San Francisco,122.42,23.42,2,0.25,13.53,Credit Card,Consumer
ORD-101187,2023-02-05,2023-02-07,Timothy Martinez,CUS-00654,Laptop Pro 15-inch,Technology,Computers,Central,United States,Texas,Dallas,2930.34,221.44,3,0.25,37.11,Cash,Home Office
ORD-103378,2023-02-05,2023-02-07,Rebecca Thomas,CUS-00627,Ballpoint Pens Pack 12,Office Supplies,Art,Central,United States,Ohio,Cleveland,6.28,-1.08,1,0.0,11.71,Debit Card,Home Office
ORD-105199,2023-02-05,2023-02-09,Patricia Lee,CUS-00527,Webcam HD 1080p,Technology,Accessories,West,United States,Utah,Salt Lake City,72.69,18.86,1,0.05,10.51,Credit Card,Home Office
ORD-103388,2023-02-05,2023-02-08,Carol Anderson,CUS-00463,Wireless Mouse Ergonomic,Technology,Accessories,Central,United States,Michigan,Detroit,63.69,20.85,2,0.0,16.86,Credit Card,Consumer
ORD-104137,2023-02-05,2023-02-07,Joshua Walker,CUS-00617,Desk Organizer Bamboo,Office Supplies,Storage,East,United States,Florida,Miami,33.67,8.17,1,0.0,11.3,Cash,Consumer
ORD-104161,2023-02-05,2023-02-07,Rebecca Taylor,CUS-00201,Webcam HD 1080p,Technology,Accessories,West,United States,California,San Diego,116.79,-13.56,2,0.3,18.81,Cash,Home Office
ORD-103280,2023-02-05,2023-02-10,Angela Robinson,CUS-00630,Smartphone Case Premium,Technology,Phones,South,United States,Louisiana,New Orleans,205.26,90.37,8,0.0,35.04,Credit Card,Consumer
ORD-102784,2023-02-06,2023-02-11,Angela Wright,CUS-00648,Bookshelf 5-Tier,Furniture,Bookcases,South,United States,Tennessee,Nashville,175.98,47.41,1,0.0,15.39,Credit Card,Consumer
ORD-101338,2023-02-06,2023-02-12,Donna Anderson,CUS-00745,Wireless Charger Pad,Technology,Accessories,South,United States,Kentucky,Louisville,32.2,4.82,1,0.25,13.82,Online,Corporate
ORD-101741,2023-02-06,2023-02-10,Jeffrey Lewis,CUS-00488,Monitor 27-inch 4K,Technology,Computers,East,United States,New Jersey,Newark,1719.29,300.3,4,0.05,26.2,Cash,Corporate
ORD-100762,2023-02-06,2023-02-09,Jessica Rodriguez,CUS-00586,Standing Desk Adjustable,Furniture,Tables,East,United States,North Carolina,Charlotte,465.91,156.2,1,0.0,19.62,Credit Card,Home Office
ORD-103539,2023-02-07,2023-02-10,George Sanchez,CUS-00580,Smartphone Case Premium,Technology,Phones,East,United States,Massachusetts,Boston,78.5,32.59,3,0.0,19.04,Credit Card,Consumer
ORD-102937,2023-02-07,2023-02-09,Melissa Taylor,CUS-00545,Lounge Chair Leather,Furniture,Chairs,East,United States,Georgia,Atlanta,1322.72,281.7,2,0.05,26.56,Credit Card,Corporate
ORD-102525,2023-02-07,2023-02-10,Jennifer Ramirez,CUS-00454,Wireless Charger Pad,Technology,Accessories,West,United States,Nevada,Las Vegas,134.43,40.09,4,0.1,23.72,Credit Card,Consumer
ORD-100205,2023-02-07,2023-02-12,Gary Gonzalez,CUS-00503,Tablet 10-inch,Technology,Computers,West,United States,California,Los Angeles,1715.39,368.92,4,0.0,24.2,Debit Card,Consumer
ORD-102819,2023-02-08,2023-02-11,Jason Allen,CUS-00500,External SSD 1TB,Technology,Accessories,Central,United States,Missouri,Kansas City,225.3,58.71,2,0.05,12.49,Debit Card,Consumer
ORD-103935,2023-02-08,2023-02-12,William Thompson,CUS-00673,Toner Cartridge Black,Office Supplies,Appliances,East,United States,Pennsylvania,Philadelphia,68.79,12.73,1,0.0,12.76,Credit Card,Home Office
ORD-104656,2023-02-08,2023-02-11,Kathleen Miller,CUS-00350,Guest Chair Mesh,Furniture,Chairs,West,United States,Nevada,Las Vegas,532.16,85.36,5,0.2,29.79,Debit Card,Consumer
ORD-103879,2023-02-08,2023-02-14,Susan Baker,CUS-00003,Tablet 10-inch,Technology,Computers,Central,United States,Texas,Austin,404.23,82.85,1,0.0,17.37,Credit Card,Corporate
ORD-101372,2023-02-08,2023-02-13,Gary Flores,CUS-00381,External SSD 1TB,Technology,Accessories,West,United States,California,Sacramento,344.9,90.6,3,0.05,17.06,Online,Consumer
ORD-103572,2023-02-09,2023-02-12,Emily Scott,CUS-00233,Executive Desk Oak,Furniture,Tables,West,United States,Oregon,Portland,545.77,153.89,1,0.05,28.12,UPI,Consumer
ORD-102152,2023-02-09,2023-02-12,William Martin,CUS-00497,Tablet 10-inch,Technology,Computers,East,United States,Maryland,Baltimore,1079.73,163.11,3,0.15,27.56,Debit Card,Corporate
ORD-104393,2023-02-09,2023-02-16,Joseph Martinez,CUS-00037,Webcam HD 1080p,Technology,Accessories,East,United States,Massachusetts,Boston,76.87,17.9,1,0.1,12.55,Online,Corporate
ORD-102709,2023-02-09,2023-02-12,Amanda Gomez,CUS-00546,Printer Paper A4 Ream,Office Supplies,Paper,East,United States,North Carolina,Charlotte,17.15,2.48,2,0.0,14.96,Credit Card,Consumer
ORD-104929,2023-02-10,2023-02-15,Ronald Evans,CUS-00671,Wireless Charger Pad,Technology,Accessories,East,United States,North Carolina,Charlotte,84.19,29.04,2,0.0,13.24,Debit Card,Consumer
ORD-101707,2023-02-10,2023-02-15,Nancy Carter,CUS-00756,Sofa Sectional Gray,Furniture,Furnishings,East,United States,New York,New York City,1793.55,381.92,2,0.0,36.18,Online,Corporate
ORD-104131,2023-02-10,2023-02-13,Eric Moore,CUS-00563,Stapler Heavy Duty,Office Supplies,Fasteners,Central,United States,Michigan,Detroit,15.22,1.98,1,0.0,11.74,Debit Card,Corporate
ORD-103414,2023-02-10,2023-02-17,Stephanie Martin,CUS-00618,Office Chair Ergonomic,Furniture,Chairs,South,United States,Alabama,Birmingham,1267.91,344.8,5,0.0,29.18,Online,Consumer
ORD-103942,2023-02-11,2023-02-17,Kenneth Wilson,CUS-00030,Sofa Sectional Gray,Furniture,Furnishings,South,United States,South Carolina,Charleston,3433.98,601.54,4,0.1,47.37,Online,Corporate
ORD-103945,2023-02-11,2023-02-16,Jacob Miller,CUS-00681,Smart Watch Series X,Technology,Phones,East,United States,New Jersey,Newark,272.07,46.68,1,0.05,14.33,Cash,Corporate
ORD-104858,2023-02-11,2023-02-15,Joshua Nguyen,CUS-00647,External SSD 1TB,Technology,Accessories,West,United States,Utah,Salt Lake City,100.33,20.87,1,0.1,14.9,Debit Card,Consumer
ORD-102533,2023-02-11,2023-02-14,Cynthia Rodriguez,CUS-00194,External SSD 1TB,Technology,Accessories,West,United States,California,Sacramento,235.19,60.8,2,0.05,14.43,Debit Card,Home Office
ORD-101558,2023-02-11,2023-02-13,Sandra Wilson,CUS-00807,Scissors Titanium,Office Supplies,Fasteners,West,United States,California,Sacramento,35.05,5.39,3,0.1,18.66,Online,Home Office
ORD-101376,2023-02-11,2023-02-18,Steven Roberts,CUS-00207,Bookshelf 5-Tier,Furniture,Bookcases,Central,United States,Wisconsin,Milwaukee,383.37,100.24,2,0.05,20.29,Debit Card,Consumer
ORD-100400,2023-02-11,2023-02-15,Nicholas Robinson,CUS-00788,Wireless Mouse Ergonomic,Technology,Accessories,Central,United States,Michigan,Detroit,24.8,3.84,1,0.2,13.13,Debit Card,Consumer
ORD-104101,2023-02-11,2023-02-12,Linda Smith,CUS-00447,Scissors Titanium,Office Supplies,Fasteners,West,United States,California,Los Angeles,24.79,4.14,2,0.05,13.66,Online,Consumer
ORD-101452,2023-02-12,2023-02-19,Paul Torres,CUS-00284,Printer Paper A4 Ream,Office Supplies,Paper,East,United States,Pennsylvania,Philadelphia,17.34,1.95,2,0.1,14.74,UPI,Consumer
ORD-101164,2023-02-12,2023-02-15,Timothy Robinson,CUS-00771,Webcam HD 1080p,Technology,Accessories,East,United States,Maryland,Baltimore,189.48,45.62,3,0.15,15.83,Debit Card,Corporate
ORD-102278,2023-02-12,2023-02-14,Sharon Young,CUS-00191,Bluetooth Headphones,Technology,Accessories,Central,United States,Ohio,Columbus,161.3,41.27,1,0.0,11.13,Credit Card,Consumer
ORD-102548,2023-02-12,2023-02-14,Carol Turner,CUS-00612,USB-C Hub 7-in-1,Technology,Accessories,West,United States,Utah,Salt Lake City,92.33,29.22,2,0.0,16.77,Debit Card,Home Office
ORD-101832,2023-02-13,2023-02-16,Barbara Ramirez,CUS-00420,Bookshelf 5-Tier,Furniture,Bookcases,Central,United States,Ohio,Columbus,175.0,46.69,1,0.0,16.59,Credit Card,Consumer
ORD-100193,2023-02-13,2023-02-17,Deborah Baker,CUS-00813,Bookshelf 5-Tier,Furniture,Bookcases,Central,United States,Illinois,Springfield,350.79,93.48,2,0.05,13.54,Debit Card,Home Office
